comment,rating,date,drug,url
"I have been taking Byetta 10mcg for 90+ days. I have lost 28 pounds and have had mixed results with my bs daily readings they range from 220 50 64 in the same day. I also take amaryl 2 x a day. If i make sure to eat 50 minutes after the injection I don't have any side effects. I have had to adjust considerably my food intake as I cannot eat the quantity of food I used to in a setting, if I do I am miserable. About 15 days ago I started getting red itchy blotches at the injection site. Every injection causes a red itchy blotch and leaves a small scar. No other side effects are occurring with this issue. I have noticed that my immunity is lowered since the introduction of Byetta. I am a person that never gets colds or flu and have had two colds since starting Byetta. The last cold I had before starting Byetta was more than 2 years ago. Other wise I like it. I will get my 1st A1C reading in late July since starting Byetta. Before Byetta it was 7.1.","{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 4.0}",7/6/2009 1:21:18 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=39&sortby=3&conditionFilter=-1
"First took it a few months ago, but had horrible runny diariaha and made my stomach hurt so bad, I didn't want to eat.  I lost 25 lbs in a month and told my doctor no more.  Tried it one more time, worked okay for about 1 week.  Wasn't hungry and numbers were okay.  Then I broke out in hives all over with swelling from my head to toes.  Should have listened to my body the first time and said NO to the second request from my doctor.  ","{'effectiveness': 3.0, 'ease of use': 2.0, 'satisfaction': 1.0}",7/2/2009 1:48:58 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=39&sortby=3&conditionFilter=-1
"Since I have only taken the 5 dose once and am now on the 10 dose, I'm only going by what has happened so far.
My appetite has reduced significantly, but I wasn't necessarily aware that I was eating that much. After these two doses, I have lost 17 pounds. This makes me feel fantastic. I had slight nausea with the 5 dose, but none with the 10. My morning dose seems to affect my noon meal also. I have had to reduce my insulin dosage for meals almost by half and my evening dosage is down 4 units without a hypoglicemic incident during the night.
They expect my 1ac to be greatly affected also.","{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 5.0}",6/23/2009 8:49:39 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=40&sortby=3&conditionFilter=-1
"I have been on this med for 3 wks and have had terrible heartburn & nausea.  My BG has come down, but I wonder if all this heartburn is worth it.  I also take a Nexium q AM, but still have reflux.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 3.0}",6/21/2009 1:16:41 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=40&sortby=3&conditionFilter=-1
"Nausea, and lack of appetite, but that is lessoned if I wait more that an hour after taking the shot. I have lost weight. a1c went from 10 to 7.5 in 3 months.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",6/17/2009 8:19:04 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=40&sortby=3&conditionFilter=-1
"Have been on Byetta for 6 months. Worked great except for the nausea, but now within 1/2 hour after taking, my kidneys go on fire. Can't find this in the contraindications.","{'effectiveness': 4.0, 'ease of use': 5.0, 'satisfaction': 4.0}",6/17/2009 7:54:53 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=40&sortby=3&conditionFilter=-1
This is my third time taking Byetta. Insurance companies suck becuase they would not pay for it. I'm 7 days into it and other than the nausea I feel for a couple hours after taking it I'm good. My BS's have dropped from the 240 range to the 110-120 range. I am on insulin also and have had to reduce my dosage already. Being a nurse I was skeptical about this drug but each time I take it the benefits GAR outweight the side effects. I have never been able to tolerate the 10 mcg dosage so 5 is where I will stay. It also helped me last time (took for 3 months) to take only 1 injection every other day until I ot used to it. I strongly encourage everyone to see and Endocrinologist if your on this med and not just trust your Family doctor. Lab work is essential! Thanks Byetta!,"{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 4.0}",6/16/2009 10:31:00 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=41&sortby=3&conditionFilter=-1
"I have only been taking this medication for 2 weeks.  I lost 6 pounds the first week.  The only side effect I am having is nausea in the evening. My BS are still high, but they are slowly coming down.  I am hopefully this is my answer to lose weight.  Being on insulin for 20 years has but 150 pounds on me.  But I only have 144 to go.  =)","{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 5.0}",6/10/2009 5:49:27 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=41&sortby=3&conditionFilter=-1
I've only been on this medication for 3 weeks.I've had severe indigestion/heartburn since taking.  Some nausea no vomiting.,"{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 3.0}",6/9/2009 4:39:26 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=41&sortby=3&conditionFilter=-1
i have lost 9 pounds in 2 months,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",6/3/2009 6:32:16 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=41&sortby=3&conditionFilter=-1
caused severe stomach upset weakness and vomiting,"{'effectiveness': 1.0, 'ease of use': 2.0, 'satisfaction': 1.0}",6/2/2009 3:17:52 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=42&sortby=3&conditionFilter=-1
"i have been taking byetta for a month now. i have lost 16lbs, and my bs readings are in the low 100's, awesome, wish i had known about it sooner","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",6/1/2009 9:58:34 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=42&sortby=3&conditionFilter=-1
"I have been on Byetta for 11 days now. Unlike most, I am not taking it for diabetes. Along with about 3 orther medicines, I am taking it to help balance my hormones and to hopefully loose weight. I have not seen those results yet, but hopefully will. The only result I have seen is not being as tired as I have been for the past few years. I have a lot more energy now! Also, I have not seen the sideffects that others have. I have gotten a little stomach ache once or twice and that is it. No loss of appetite (sadly) or nausea.  I started out taking 5 mg in my leg twice a day, but have found that my arm is easiest and less painful. I was also worried about the fact of inconvinience, but have come to find it is not so inconvient. It's easy to take where ever I go, even work. So far, it seems to be a great product. I am hoping to see results soon! ","{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 4.0}",6/1/2009 1:13:31 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=42&sortby=3&conditionFilter=-1
BEFORE I STARTED THIS MEDICATION I USED TO WAKE UP WITH LOW BLOOD SUGAR LEVELS--SINCE I STARTED USING THIS MEDICATION THIS HAS NOT HAPPENED AND I FEEL SO MUCH BETTER ,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",5/26/2009 3:59:05 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=42&sortby=3&conditionFilter=-1
love it have lost 75 pd i now have engery to do other things,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",5/22/2009 4:42:54 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=42&sortby=3&conditionFilter=-1
this is my 2nd day and in one day it has lowered my sugars,"{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 4.0}",5/20/2009 5:03:33 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=43&sortby=3&conditionFilter=-1
"One month into usage, and I am greatly pleased with the levels of my bs.  I only inject once daily, thirty minutes before my largest meal. The nausea is the only real complaint I have but I've learned to deal with it. I do hope it will subside the long I am taking Byetta.
My niece was put on it, she lost 75 pounds, got her bs under control so much that she is no longer on ANY meds for bs. She was only on it for seven months total.
","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 4.0}",5/14/2009 5:01:43 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=43&sortby=3&conditionFilter=-1
"This is a God send medicine. I have been taking Metformin 2000 MG, Actose 15 MG, Amaryl 2 MG along with the 5 MCG (twice a day) of Byetta for 3 weeks. I have lost 14 LBS. I do have nausia within 15-30 min of taking the shots but it is mostly managable. I feel much better and my BG is completely controlled for the 1st time since diagnosis in 1999.

My insurance doesn't want to pay for it, but the manufacturer has an assistance program that is helping get me the medicine. Their web address is on the literature that comes with the pen. ","{'effectiveness': 5.0, 'ease of use': 4.0, 'satisfaction': 5.0}",5/13/2009 11:37:45 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=43&sortby=3&conditionFilter=-1
"Have been on the 5mcg dose for almost 1 month and having good results with BG numbers, but the side effects can be rough. The nausea is pretty bad if I don't eat the right foods(breads are a no-no), some dizziness, and I have had some problems with crashing. I read several reviews about taking the injections in the leg, so I'll try that. ","{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 3.0}",5/10/2009 12:23:06 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=43&sortby=3&conditionFilter=-1
I have been on Byetta a month and I hsve been nauseas every day. I'm going to see about getting off of it.,"{'effectiveness': 3.0, 'ease of use': 4.0, 'satisfaction': 1.0}",4/22/2009 7:12:04 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=43&sortby=3&conditionFilter=-1
"I'm just finishing 4 weeks on Byetta 5mcg and will switch to the 10mcg dose in a few days.  Have had no side effects other than the appetite reduction and no nausea.  One month before I started Byetta my doctor increased my Metformin dose from 1000mg to 2000mg.  The increased dosage had absolutely no effect on my BG readings.  Since I started the drug my average BG reading has come down by nearly 30 points.  Since I am prone to skin dryness and dermatitis, I was concerned to read about others experiencing such reactions.  I will be looking to see if there is any problem when I increase my dose.  I have had a small weight loss; I probably would be losing more if I enjoyed eating less than I do.  Based on my early results I am very satisified with the drug and would recommend it to others.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",4/20/2009 3:41:05 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=44&sortby=3&conditionFilter=-1
I have been on byetta for one week and have not felt this good for over 9 years.  I read all the reviews prior to my first injection and followed the advice.  I have had no nausea and abdominal distention and bloating went away almost immediately!  I am very happy that my Dr. suggested this drug.,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",4/19/2009 8:12:39 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=44&sortby=3&conditionFilter=-1
"How can I descride Byetta?. The medicine itself works well, it's the side effects tha is unbearable. I having been taking this medicine almost a month now. But after awhile, I started to get these welts and itchy spots all over my body. I am not 100% sure these symptons are results of the Byetta. The itchy was so bad, I had to get emergency medical assistance. Have any one experienced any allegic reactions to Byetta?  Please let me know. I woukd let to continue but right now I am taking Benadryl and 20mg Perisdone for welts & itching. Please provide some feedback? Thanks,","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",4/18/2009 3:01:20 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=44&sortby=3&conditionFilter=-1
"i lost 20 pounds after starting byetta. this was an enormous benefit to me as it
helped me better control my blood pressure and my glucose levels. i take one injection
daily of 10 mcg.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",4/18/2009 12:31:56 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=44&sortby=3&conditionFilter=-1
This medicine has been easy for me to use.  During the 1 year that I have been on it I have lost over 60 pounds.  ,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",4/17/2009 8:12:14 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=44&sortby=3&conditionFilter=-1
"lost 35 lbs in 3 months, type 2 now under control. i have been trying to loose weight for 10 years with no luck. Ask your doctor, don't wait. This is one drug that saved my life.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",4/17/2009 1:00:30 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=45&sortby=3&conditionFilter=-1
makes me sick to my stomach,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 3.0}",4/14/2009 2:35:50 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=45&sortby=3&conditionFilter=-1
"the first time i used this medicine i ate right after the injection, i vomitted like i was in a contest to see who could hit the furthest.  i changed to eat at the latest time to get under the 60 minutes and that has ceaced.  lightheaded, tired, heartburn, and something i don't notice here is some slight loss of memory such as my phone number when i needed to give it to someone.
this has me the most worried.  has anyone experience any mamory loss at all???  my appetite is much less.  only one 1 week.  i have lost weight before on a up and down scale.  i want to feel and be healthy, but if i continue to feel this way i will not continue.  by improving my diabetes stastics i want to feel better not worse.
AGAIN, ANYONE HAVE ANY MEMORY LOSS","{'effectiveness': 3.0, 'ease of use': 4.0, 'satisfaction': 2.0}",3/25/2009 6:01:08 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=45&sortby=3&conditionFilter=-1
Been using for 3 weeks with no side effects other thatn decreased appetite. That wont hurt since I am way overweight. No problems at all,"{'effectiveness': 4.0, 'ease of use': 2.0, 'satisfaction': 4.0}",3/25/2009 10:54:31 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=45&sortby=3&conditionFilter=-1
I have been on byetta for 3 weeks. The only side effect is no appetite. My sugars are controlled much better!,"{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 4.0}",3/21/2009 9:38:26 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=46&sortby=3&conditionFilter=-1
"mildly sick after taking, going to try leg.Worried about internal side efects","{'effectiveness': 3.0, 'ease of use': 3.0, 'satisfaction': 3.0}",3/15/2009 10:33:09 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=46&sortby=3&conditionFilter=-1
"I have been on byetta for the past three weeks, my sugars are still not that great, my doctor now wants me to up it too 10 instead of 5 twice a day. Have any idea's please let me know. I also haad some pretty bad side effects so far.","{'effectiveness': 2.0, 'ease of use': 3.0, 'satisfaction': 3.0}",3/9/2009 2:10:25 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=46&sortby=3&conditionFilter=-1
very happy when I use it right,"{'effectiveness': 5.0, 'ease of use': 4.0, 'satisfaction': 4.0}",3/5/2009 4:35:27 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=46&sortby=3&conditionFilter=-1
"I tried Byetta for six months. I vomited daily for 2 months, was lightheaded, massive headaches, terrible heart burn, lost 20 pounds in 6 weeks now I have PANCREATIC CANCER!!! DONT USE","{'effectiveness': 3.0, 'ease of use': 3.0, 'satisfaction': 1.0}",2/25/2009 7:33:56 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=46&sortby=3&conditionFilter=-1
Took Byetta for 3 months - had to discontinue due to headaches. Saw better BG numbers at first but not consistently low. Took a while for the headaches to go away too once I discontinued it's use. Best of luck to all who try it. Hope it works for you.,"{'effectiveness': 3.0, 'ease of use': 4.0, 'satisfaction': 3.0}",2/24/2009 2:46:50 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=47&sortby=3&conditionFilter=-1
"I was prescribed a cocktail of meds to treat type II DM one of them being glucophage (metformin). I was not compliant with this med because of very uncomfortable GI S.E.'s. I was instructed by my MD  to continue taking the med because there was no other med with the same mechanism of action. After changing Doc's and getting an initial office visit HGB A1C at 10.8 the Doc prescribed Byetta 5 mcg twice daily SQ
3 mo. later my HGB A1C was 7.3   WOW!!!!
The initiation of therapy can be difficult to tolerate...I stuck with it because I was told those unsaviory S.E.'s go away....Initially I had to take  other anti hyperglycemics with caution because my BS crashed---I must eat within an hour of injection.  The other SE is Nausea and feeling hypoglycemic I usually had to lye down for 15-20 minutes when the nausea hit.  However that symptom would last al most exactly for 1 hour then go away as fast as it came on ...I opted not to increase to 10 Mcg as suggested right away due to these S.E.'s...I found I started to skip the morning injection and would only take the evening dose and go to bed to sleep through the nausea ( for 2 wks).  This worked great for me because my body became tolerant. ( Literature states nausea lasts through the first month of therpy)
Well--this is correct I now can tolerate taking this med morning and night and DO NOT have nausea mixed with feelings of hypoglycemia any longer..But a S.E., I have noticed is Constipation. I have never had had issues with irregularity..Because this med slows down stomach empty-ing I certanly can understand why this happens. So I have to drink more water throughout the day. Stick with it all....it does get better. Having controlled B.S.'s is absolutely neccessary for a life of qaulity.               ","{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 5.0}",2/19/2009 9:53:49 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=47&sortby=3&conditionFilter=-1
"Initially I had a great deal of nausea with Byetta. It has really helped cut my appetite and I have lost 17 pounds in 5 months. Still feel queasy on occassion, but I am so happy with the weight loss, that I will live with it! ","{'effectiveness': 4.0, 'ease of use': 3.0, 'satisfaction': 4.0}",2/19/2009 9:27:23 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=47&sortby=3&conditionFilter=-1
"When i have taken this medication as reccomened for  one thourgh 1.5 weeks I become sick. sometimes i feel that i need to faint (therefore, if the space permits i will lay down and pass out)  other times i feel i can not breath or get enough air. in other situations i feel that queezy in my stomach.  i am considering throwing all of my medication away, because i think it is killing me.","{'effectiveness': 2.0, 'ease of use': 4.0, 'satisfaction': 2.0}",2/6/2009 8:29:18 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=47&sortby=3&conditionFilter=-1
"Hello, Byetta has worked for me, at first a little tired and an unwell feeling, But now after 2 months I am on top of the world, I have lost weight, and my sugar levels are as near to normal as they will ever be, one thing it has made me eat more sensible, better than a gastric band lol  Thank you Alan Beaton, South Wales  UK. ","{'effectiveness': 5.0, 'ease of use': 3.0, 'satisfaction': 5.0}",2/5/2009 11:03:31 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=47&sortby=3&conditionFilter=-1
"I have been on Byetta for one week now, and since then, I have had very little side effects, but I've notice that instead of the weight loss, I've actually gained about 6lbs since starting the medication and I work out 3-4times a week, and constipation aswell. Has anyone had similar problems?","{'effectiveness': 1.0, 'ease of use': 4.0, 'satisfaction': 2.0}",1/30/2009 3:30:01 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=48&sortby=3&conditionFilter=-1
"My husband takes the injection one hour after his evening meal then goes right to bed. He seems fine for the first hour then falls into a very deep sleep. After about half an hour he often violently vomits a couple of times bringing up blood and clotting material along with the usual. After that he falls into a sleep that seems more like a semi-coma to me during which time he will answer questions but he doesn't make a bit of sense. For a while I thought he was faking with the heavy breathing and dramatic body lauguage. It is
frightening.  He won't talk frankly with his doctor or let me go in with him. With the hippe law I can't talk to the doctor myself. I want him to find a specialist but he refuses. Is his life in danger?","{'effectiveness': 3.0, 'ease of use': 2.0, 'satisfaction': 1.0}",1/29/2009 1:58:09 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=48&sortby=3&conditionFilter=-1
"I wrote a review on Byetta  several months ago and stated that it greatly helped my type 2 and I had lost some weight. To Date, I have found that in the little amount of time I have used it, I now have pancreatic issues from the Byetta and it is quite painful!! I have since stopped using the drug and would strongly recommend that users that have used if for longer then 6 months get blood work to check for problems. I didn't feel anything until the damage was done.","{'effectiveness': 2.0, 'ease of use': 4.0, 'satisfaction': 1.0}",1/20/2009 7:39:19 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=48&sortby=3&conditionFilter=-1
"So far it has lowered my blood sugar, unless I am stressed, a little bit stomach upset mostly after I eat.","{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 3.0}",1/18/2009 3:17:32 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=48&sortby=3&conditionFilter=-1
"I've dramatically controlled my HgbA1cs (6.0-6.9)since beginning Byetta therapy (inspite of the fact that I continue to enjoy desserts).  However, I am also on the treadmill 5-6 days a week for 45-60 min, burning >400 calories each time.  Initally, I was troubled by severe nausea which is rare now. I continue to have occasional bouts of heart burn and explosive diarrhea, however.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 4.0}",1/18/2009 9:23:41 AM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=49&sortby=3&conditionFilter=-1
"I have been using this medication for a year.  I experience nausea if I don't eat within an hour of taking the shot and the 30 min mark seems to work best for me.  I have experienced weight loss and have much better control over my blood sugars.  I also have hypothyroidism and have found that I cannot take Byetta at the same time as I take the thyroid medication because it seems to affect how my body uses the thyroid medication.  I now take my thyroid medication, wait an hour then take the Byetta, wait 30 min then eat breakfast.  It seem like a difficult schedule but it has actually been easy and I feel great. ","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",1/16/2009 5:02:11 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=49&sortby=3&conditionFilter=-1
no problems and i am not on insulin..,"{'effectiveness': 4.0, 'ease of use': 5.0, 'satisfaction': 4.0}",1/13/2009 9:50:11 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=49&sortby=3&conditionFilter=-1
ive been in this 4 days and so far ive noticed a weight loss & loss of appetite.  i hate shots but find to get the benefit from this i am going to do it.  i get a metal like taste from it and find a mint helps and occasional upset stomach from time to time but nothing at all to keep me from staying on Byetta.  my only concern is internal damage which the dr will keep an eye on.  i pray this is my answer and wish everyone luck with their progress!!,"{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 4.0}",1/11/2009 10:57:19 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=49&sortby=3&conditionFilter=-1
new with this drug,"{'effectiveness': 2.0, 'ease of use': 3.0, 'satisfaction': 3.0}",1/10/2009 5:21:20 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=49&sortby=3&conditionFilter=-1
"When I started on 5mcg twice daily, I got increasingly sick to my stomach, and after 2 week the constant nausea was debilitating.  Reading WebMD salvaged this for me.  50% of the first 50 comments reviewed indicated having mild to very severe stomach problems.  Two indicated using the leg instead of stomach had solved the problem for them.  I tried it.  It worked for me!  If you have nausea, try putting it in your leg for two days and see if it makes a difference for you.  Blood Glucose is improving significantly.","{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 4.0}",1/2/2009 7:00:43 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=50&sortby=3&conditionFilter=-1
sharp cramps in stomach,"{'effectiveness': 3.0, 'ease of use': 3.0, 'satisfaction': 2.0}",1/2/2009 6:23:31 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=50&sortby=3&conditionFilter=-1
"I have been on this drug for 7 months.I started with 5mg for 1 month, then was changed to 10mg. My sugar often dropped,(hypoglycemic)sometimes down to 32. I was then forcing coke and glucose tablets. Aside from the nausea, I was vomitting quite often. I finally couldn't take it anymore so, dropped the Byetta altogether. My Dr. upped the Janumet from 50/500 to 50/1000. My bg was remaining high. I am now on the 5mg dosage of Byetta hoping to prevent the high bg, vomitting and hypoglycemia. Tonight after eating a portion of red beans, brown rice and regular ice cream, my bg is 77.I just ate a piece of fruit because I'm afraid it will drop. How can you loose weight eating to accommodate the medication? Any suggestions? Thanks.","{'effectiveness': 5.0, 'ease of use': 3.0, 'satisfaction': 3.0}",1/1/2009 9:20:32 PM,Byetta subcutaneous,https://www.webmd.com/drugs/drugreview-93242-Byetta-subcutaneous.aspx?drugid=93242&drugname=Byetta-subcutaneous&pageIndex=50&sortby=3&conditionFilter=-1
